"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-10-26 16:00:00",17569,19.28,63.45,970.0867,0.69,1.1,247.7,1029
"2024-10-26 17:00:00",17570,19.32,64.83,970.5867,0.22,1.2,299.8,1015
"2024-10-26 18:00:00",17571,18.15,71.15,970.4266,0.28,0.9,311.4,1010
"2024-10-26 19:00:00",17572,16.77,75.99,970.6433,0.303,0.9,301.8,1054
"2024-10-26 20:00:00",17573,16.03,77.21,971.1567,0.237,0.8,298.3,1061
"2024-10-26 21:00:00",17574,15.39,79.23,971.06,0.127,1.2,326.5,997
"2024-10-26 22:00:00",17575,15.22,74.99,970.7833,0.637,1,260,1027
"2024-10-26 23:00:00",17576,14.58,78.62,970.79,0.497,1.3,232.4,947
"2024-10-27 00:00:00",17577,13.69,82.4,970.4167,0.573,1.6,220.2,995
"2024-10-27 01:00:00",17578,13.01,83.8,969.6967,0.44,1.2,277.7,1016
"2024-10-27 02:00:00",17579,13.18,82,969.8533,0.537,1.4,246.4,1008
"2024-10-27 03:00:00",17580,12.99,82.5,969.41,0.613,1.4,262.7,1034
"2024-10-27 04:00:00",17581,12.04,87.9,967.9033,0.317,0.8,293.8,1026
"2024-10-27 05:00:00",17582,11.63,90.8,967.72,0.08,0.7,344.7,1052
"2024-10-27 06:00:00",17583,11.35,92.1,967.3967,0.373,1.1,307.2,1087
"2024-10-27 07:00:00",17584,11.12,93.3,967.5634,0.21,1,312,1034
"2024-10-27 08:00:00",17585,11.23,94.5,967.1067,0.063,0.8,351.9,1049
"2024-10-27 09:00:00",17586,11.97,94.8,966.5067,0,0.6,0,1086
"2024-10-27 10:00:00",17587,13.38,89.1,966.0767,0.11,0.9,8.46,1045
"2024-10-27 11:00:00",17588,14.65,82.6,965.64,0.437,1.5,48.33,1050
"2024-10-27 12:00:00",17589,14.37,84.5,965.6133,0.36,1.3,50,1105
"2024-10-27 13:00:00",17590,15.58,79.25,964.7233,0.657,2.6,64.03,1096
"2024-10-27 14:00:00",17591,16.14,76.17,963.9233,0.777,3.3,63.89,1023
"2024-10-27 15:00:00",17592,15.84,76.88,963.4933,0.597,2.5,44.52,1048
"2024-10-27 16:00:00",17593,15.34,79.25,963.0933,0.453,2,78.02,1112
"2024-10-27 17:00:00",17594,14.67,82.4,963.4167,0.167,0.9,342.5,1105
"2024-10-27 18:00:00",17595,13.99,83.5,963.1733,0.34,0.9,249.3,1037
"2024-10-27 19:00:00",17596,13.7,84.4,963.3433,0.287,0.9,264.5,1027
"2024-10-27 20:00:00",17597,13.38,86.6,963.88,0.477,0.9,266.7,1059
"2024-10-27 21:00:00",17598,13.28,88.4,964.25,0.53,1,246.4,1037
"2024-10-27 22:00:00",17599,12.66,91.9,964.2033,0.247,0.8,304.1,1027
"2024-10-27 23:00:00",17600,12.43,93.3,964.2267,0.413,0.9,261.6,1057
"2024-10-28 00:00:00",17601,11.85,96,963.9434,0.357,1,275.1,994
"2024-10-28 01:00:00",17602,11.3,97.9,963.78,0.17,0.9,307.1,1032
"2024-10-28 02:00:00",17603,11.35,98.7,963.9033,0.26,0.8,283,1032
"2024-10-28 03:00:00",17604,10.92,99.9,963.9233,0,0.6,358,1046
"2024-10-28 04:00:00",17605,10.91,100,964.0633,0.047,0.6,3.737,952
"2024-10-28 05:00:00",17606,10.85,99.9,964.0034,0.177,1.1,347.9,1031
"2024-10-28 06:00:00",17607,10.33,100,964.4434,0.043,0.8,358.5,981
"2024-10-28 07:00:00",17608,10.24,100,964.7067,0.123,0.8,3.703,1034
"2024-10-28 08:00:00",17609,10.17,100,965.2034,0.047,0.7,5.231,1042
"2024-10-28 09:00:00",17610,10.56,100,965.9633,0.317,0.8,60.32,1045
"2024-10-28 10:00:00",17611,12.01,96.2,966.3333,0.317,0.8,66.41,1031
"2024-10-28 11:00:00",17612,13.63,87.2,966.4733,0.5,1.7,52.57,1012
"2024-10-28 12:00:00",17613,15.53,77.1,966.4733,0.707,2.2,52.14,1018
"2024-10-28 13:00:00",17614,16.03,70.62,966.3066,0.83,2.3,16.41,1032
"2024-10-28 14:00:00",17615,15.61,70.45,965.84,0.76,2.3,57.71,1003
"2024-10-28 15:00:00",17616,15.44,70.01,966.03,0.713,2.1,21.98,1085
"2024-10-28 16:00:00",17617,15,70.58,966.3333,1.147,3.9,3.197,1079
"2024-10-28 17:00:00",17618,14.03,73.03,966.69,0.807,3.2,8.54,1045
"2024-10-28 18:00:00",17619,12.94,76.91,967.25,0.7,2.6,27.17,1010
"2024-10-28 19:00:00",17620,11.79,79.71,968.13,0.6,2.1,15.11,1020
"2024-10-28 20:00:00",17621,11.01,82.2,968.8134,0.633,2.6,357.1,994
"2024-10-28 21:00:00",17622,10.51,83.7,969.0833,0.657,3,12.34,1006
"2024-10-28 22:00:00",17623,9.89,85.1,969.51,0.49,2.3,338.9,1034
"2024-10-28 23:00:00",17624,9.96,85.3,970.18,0.237,1.1,359.2,967
"2024-10-29 00:00:00",17625,9.97,86.3,970.3,0.11,0.9,358.6,1009
"2024-10-29 01:00:00",17626,9.2,89.2,970.26,0.1,0.8,0.146,1002
"2024-10-29 02:00:00",17627,9.13,87.2,970.29,0.147,1.1,1.315,943
"2024-10-29 03:00:00",17628,9.26,84.5,970.17,0.177,1.1,7.098,996
"2024-10-29 04:00:00",17629,9.17,81.6,969.94,0.1,0.8,354,1030
"2024-10-29 05:00:00",17630,8.68,84.7,969.6133,0.047,0.8,355.9,975
"2024-10-29 06:00:00",17631,8.38,78.89,969.4633,0.23,0.9,327.2,961
"2024-10-29 07:00:00",17632,7.483,84.7,969.6266,0.033,0.7,347.3,931
"2024-10-29 08:00:00",17633,8.08,80.1,969.73,0.047,0.8,339.1,1053
"2024-10-29 09:00:00",17634,9.26,78.04,970.0667,0.253,1.1,19.76,1009
"2024-10-29 10:00:00",17635,10.73,67.22,970.4366,0.23,0.9,85.5,919
"2024-10-29 11:00:00",17636,13.19,58.97,970.3933,0.443,1.7,16.51,1010
"2024-10-29 12:00:00",17637,14.53,53.81,970.2667,0.673,2.2,32.25,1033
"2024-10-29 13:00:00",17638,15.27,49.97,969.5867,0.613,1.9,14.04,1036
"2024-10-29 14:00:00",17639,15.64,52.23,969.2133,0.42,1.4,55.71,1001
"2024-10-29 15:00:00",17640,15.49,55.18,968.9866,0.26,1,20.55,1064
"2024-10-29 16:00:00",17641,15.5,56.36,968.5733,0.22,1.6,358.4,981
"2024-10-29 17:00:00",17642,14.78,58.11,968.8433,0.327,1,280,965
"2024-10-29 18:00:00",17643,13.82,63.11,968.6567,0.62,1.2,256.5,1038
"2024-10-29 19:00:00",17644,13.37,63.94,969.1367,0.47,1.3,234,1013
"2024-10-29 20:00:00",17645,12.57,69.95,969.71,0.44,1,279.2,994
"2024-10-29 21:00:00",17646,12.61,69.84,970.1467,0.503,1.2,264.4,975
"2024-10-29 22:00:00",17647,12.71,68.53,970.1833,0.65,1.2,259.6,1003
"2024-10-29 23:00:00",17648,12.43,72.43,970.58,0.41,1.1,292.9,921
"2024-10-30 00:00:00",17649,11.7,74.41,970.3533,0.217,1,329.8,992
"2024-10-30 01:00:00",17650,11.07,76.79,970.5133,0.153,1,330.9,924
"2024-10-30 02:00:00",17651,11.03,76.13,970.91,0.4,1.1,279.5,973
"2024-10-30 03:00:00",17652,10.6,79.2,971.3967,0.293,1.1,306.7,923
"2024-10-30 04:00:00",17653,10.44,80.3,971.53,0.317,1.5,324.7,1011
"2024-10-30 05:00:00",17654,10.27,82.8,971.6433,0.34,1.4,331,1011
"2024-10-30 06:00:00",17655,9.19,89.6,972.0133,0.077,0.8,2.278,1014
"2024-10-30 07:00:00",17656,8.95,89.5,972.3167,0.147,0.8,339.1,978
"2024-10-30 08:00:00",17657,9.46,88.5,972.8533,0.257,1,312.6,977
"2024-10-30 09:00:00",17658,9.77,90.2,973.3433,0.16,0.9,4.079,963
"2024-10-30 10:00:00",17659,11.2,84.7,973.7733,0.117,0.9,26.38,925
"2024-10-30 11:00:00",17660,13.5,74.43,973.6766,0.33,1.2,59.79,1013
"2024-10-30 12:00:00",17661,15.01,65.58,973.7767,0.633,2,88.4,945
"2024-10-30 13:00:00",17662,16.15,55.67,973.29,0.587,1.7,97.4,944
"2024-10-30 14:00:00",17663,16.45,51.14,972.5967,0.627,1.7,247.3,987
"2024-10-30 15:00:00",17664,16.66,49.54,972.02,0.55,1.4,245,999
"2024-10-30 16:00:00",17665,16.38,49.82,971.9933,0.7,1.2,258,1032
"2024-10-30 17:00:00",17666,16.22,52.8,972.18,0.6,1.1,248.5,962
"2024-10-30 18:00:00",17667,15.78,54.96,972.3367,0.613,1.4,208.6,986
"2024-10-30 19:00:00",17668,14.49,57.36,973.0933,0.62,1.3,256,955
"2024-10-30 20:00:00",17669,13.98,59.82,973.8,0.72,1.5,234.1,982
"2024-10-30 21:00:00",17670,12.95,66.69,974.1866,0.417,1.1,273,959
"2024-10-30 22:00:00",17671,12.5,69.26,974.3567,0.343,1,295.7,991
"2024-10-30 23:00:00",17672,11.6,72.94,974.4366,0.147,0.8,327.3,970
"2024-10-31 00:00:00",17673,11.04,75.9,974.5667,0.257,0.9,313.9,953
"2024-10-31 01:00:00",17674,10.55,78.04,974.8567,0.337,0.9,288,951
"2024-10-31 02:00:00",17675,10.36,79.12,975.07,0.16,0.9,339.8,912
"2024-10-31 03:00:00",17676,10.49,78.77,974.9633,0.137,1.3,323.9,980
"2024-10-31 04:00:00",17677,9.03,85.7,974.8134,0.137,0.9,340.1,944
"2024-10-31 05:00:00",17678,8.79,86.6,974.5333,0.2,0.8,327.9,910
"2024-10-31 06:00:00",17679,9.45,82.2,974.58,0.267,0.8,310.4,939
"2024-10-31 07:00:00",17680,8.84,84.5,974.7067,0,0.6,356,1033
"2024-10-31 08:00:00",17681,7.903,89.4,974.9667,0,0.6,0,921
"2024-10-31 09:00:00",17682,9.25,86.1,975.3333,0,0.5,0,1014
"2024-10-31 10:00:00",17683,10.38,82,975.6833,0.153,0.8,19.33,939
"2024-10-31 11:00:00",17684,12.82,73.59,975.46,0.05,0.8,5.069,1005
"2024-10-31 12:00:00",17685,15.87,60.9,974.5967,0.387,2.1,18.48,978
"2024-10-31 13:00:00",17686,17.25,50.84,974.18,0.737,2.2,41.65,977
"2024-10-31 14:00:00",17687,17.4,45.61,973.2733,0.587,2,337.3,985
"2024-10-31 15:00:00",17688,17.37,46.4,972.5367,0.583,1.8,303.1,999
"2024-10-31 16:00:00",17689,16.92,52.45,972.7333,0.537,1.4,262.9,994
"2024-10-31 17:00:00",17690,16.44,56.78,972.7367,0.557,1.4,259.9,994
"2024-10-31 18:00:00",17691,15.88,58.06,972.7967,0.603,1.2,252.1,947
"2024-10-31 19:00:00",17692,14.67,61.83,972.81,0.5,0.9,270,985
"2024-10-31 20:00:00",17693,14.12,64.1,972.8967,0.37,0.9,277,988
"2024-10-31 21:00:00",17694,13.27,67.46,973.2433,0.423,1.1,276.5,903
"2024-10-31 22:00:00",17695,12.79,69.77,973.64,0.267,0.9,303.6,986
"2024-10-31 23:00:00",17696,12.39,71.51,973.66,0.283,1,301.2,926
"2024-11-01 00:00:00",17697,11.78,74.32,973.86,0.093,0.7,346,954
"2024-11-01 01:00:00",17698,10.64,79.12,973.23,0.087,0.9,339.9,987
"2024-11-01 02:00:00",17699,10.69,79.59,973.48,0.227,1,323.5,924
"2024-11-01 03:00:00",17700,10.57,79.94,973.0433,0.02,0.8,349.1,966
"2024-11-01 04:00:00",17701,10.55,81.5,972.95,0.18,0.9,329.6,996
"2024-11-01 05:00:00",17702,10,85.5,972.4333,0.293,1.2,338.6,998
"2024-11-01 06:00:00",17703,9.2,90.8,972.0433,0.183,1.1,353.9,1004
"2024-11-01 07:00:00",17704,9.82,86.6,972.0433,0.38,1.4,324.6,971
"2024-11-01 08:00:00",17705,9.53,88.7,972.8167,0.557,1.4,316,985
"2024-11-01 09:00:00",17706,10.01,88.1,972.94,0.41,1.2,349,1003
"2024-11-01 10:00:00",17707,9.96,90.8,973.2466,0.093,0.7,6.583,961
"2024-11-01 11:00:00",17708,10.85,89.6,973.08,0.01,0.7,0,937
"2024-11-01 12:00:00",17709,12.07,83,971.8,0.083,0.8,6.152,1012
"2024-11-01 13:00:00",17710,13.69,78.77,970.93,0.32,0.7,57.73,914
"2024-11-01 14:00:00",17711,14.46,73.2,970.16,0.373,0.8,72.53,939
"2024-11-01 15:00:00",17712,15.09,72.02,969.41,0.303,1,44.57,965
"2024-11-01 16:00:00",17713,15.48,67.48,969.44,0.087,0.7,39.98,1036
"2024-11-01 17:00:00",17714,14.71,71.37,969.25,0.33,0.8,282.6,1030
"2024-11-01 18:00:00",17715,13.77,78.53,969.1733,0.07,0.7,339.6,979
"2024-11-01 19:00:00",17716,13.36,81.2,969.1467,0.33,0.8,284.2,960
"2024-11-01 20:00:00",17717,13.46,76.08,969.0167,0.273,0.9,327.4,1025
"2024-11-01 21:00:00",17718,13.4,71.52,968.9,0.187,0.9,330.4,960
"2024-11-01 22:00:00",17719,12.81,72.74,968.5333,0.277,1.5,344.9,998
"2024-11-01 23:00:00",17720,12.59,73.77,967.9467,0.377,1.5,173.6,945
"2024-11-02 00:00:00",17721,12.77,73.12,967.85,0.427,1.2,275,961
"2024-11-02 01:00:00",17722,12.79,74.41,967.31,0.373,1.6,336.3,1039
"2024-11-02 02:00:00",17723,12.83,76.45,966.9667,0.237,1.2,233.1,1010
"2024-11-02 03:00:00",17724,12.76,78.55,966.7033,0.403,1.2,184.1,1049
"2024-11-02 04:00:00",17725,12.39,81.8,966.5634,0.2,1.1,8.84,1094
"2024-11-02 05:00:00",17726,11.92,85,966.52,0.33,1.2,195.6,987
"2024-11-02 06:00:00",17727,11.55,86.9,966.7333,0.16,0.9,346.9,991
"2024-11-02 07:00:00",17728,11.1,89.3,966.9267,0.133,0.9,353.6,1008
"2024-11-02 08:00:00",17729,11.01,89.9,967.2333,0.247,1.1,160.4,978
"2024-11-02 09:00:00",17730,11.82,87.4,967.92,0.557,1.6,152.7,1053
"2024-11-02 10:00:00",17731,13.9,81.8,968.6533,0.64,2.8,100.5,955
"2024-11-02 11:00:00",17732,14.43,81.2,969.22,0.657,1.9,76.59,937
"2024-11-02 12:00:00",17733,16.9,71.87,969.1066,0.82,2.8,30.18,942
"2024-11-02 13:00:00",17734,18.04,67.61,968.9833,0.97,3,57.65,951
"2024-11-02 14:00:00",17735,18.47,63.06,968.8033,1.31,4.7,39.34,978
"2024-11-02 15:00:00",17736,18.27,61.71,969.1234,1.203,4.2,39.25,1035
"2024-11-02 16:00:00",17737,17.56,62.68,969.61,0.993,3.6,14.29,960
"2024-11-02 17:00:00",17738,16.58,64.86,970.0767,1.03,4.3,352.5,944
"2024-11-02 18:00:00",17739,15.39,69.59,970.6433,0.46,1.3,4.35,1009
"2024-11-02 19:00:00",17740,14.22,75.33,971.47,0.473,2.2,351.5,989
"2024-11-02 20:00:00",17741,13.21,79.66,972.27,0.11,1.3,357.9,1014
"2024-11-02 21:00:00",17742,12.42,82.4,972.7167,0.18,1.3,347.5,959
"2024-11-02 22:00:00",17743,11.51,86.3,973.53,0.257,1.3,72.32,963
"2024-11-02 23:00:00",17744,11.39,86.1,974.1433,0.097,0.9,323.9,943
"2024-11-03 00:00:00",17745,11.13,86.3,974.1166,0.087,0.7,320.5,998
"2024-11-03 01:00:00",17746,10.31,89.8,974.1033,0.123,0.6,303.2,929
"2024-11-03 02:00:00",17747,9.85,91.5,974.3167,0.133,0.7,325.3,919
"2024-11-03 03:00:00",17748,9.56,92.6,974.1567,0.19,0.7,313.5,991
"2024-11-03 04:00:00",17749,8.98,94.4,974.1166,0.143,0.6,321.4,941
"2024-11-03 05:00:00",17750,8.45,96.6,974.0333,0.15,0.7,317.7,960
"2024-11-03 06:00:00",17751,8.34,96.9,974.13,0.02,0.5,349.1,948
"2024-11-03 07:00:00",17752,8.2,96.2,974.2466,0.087,0.7,332.5,1008
"2024-11-03 08:00:00",17753,8.22,95.6,974.3267,0.097,0.7,341.4,987
"2024-11-03 09:00:00",17754,8.51,96.4,974.72,0,0.5,0,1001
"2024-11-03 10:00:00",17755,10.09,90.7,974.5833,0.123,0.7,22.27,917
"2024-11-03 11:00:00",17756,12.63,82,974.2567,0.193,0.9,16.34,955
"2024-11-03 12:00:00",17757,15.72,69.36,973.7033,0.577,2.8,36.01,990
"2024-11-03 13:00:00",17758,17.26,61.48,972.5433,0.91,3.9,35.97,960
"2024-11-03 14:00:00",17759,17.49,60.04,971.5067,0.81,2.3,48.4,944
"2024-11-03 15:00:00",17760,17.38,60.82,971.0933,0.67,2.9,12.55,1016
"2024-11-03 16:00:00",17761,17.06,60.86,971.0566,0.753,3.2,26.03,981
"2024-11-03 17:00:00",17762,16.12,64.52,970.9467,0.403,1.3,351.2,1015
"2024-11-03 18:00:00",17763,15.39,70.6,970.9133,0.473,1.1,261.6,1020
"2024-11-03 19:00:00",17764,14.42,75.22,970.8234,0.71,1.1,267.6,1036
"2024-11-03 20:00:00",17765,14.82,74.3,971.16,0.583,1.2,255.2,959
"2024-11-03 21:00:00",17766,14.66,76.96,971.38,0.397,1.3,245.4,994
"2024-11-03 22:00:00",17767,14.09,83.9,971.29,0.467,1.1,239.9,933
"2024-11-03 23:00:00",17768,13.76,87.9,971.2333,0.53,1.5,279.9,987
"2024-11-04 00:00:00",17769,13.46,91.2,971.0867,0.537,1,286.1,1024
"2024-11-04 01:00:00",17770,13.13,94.6,970.6866,0.51,1,281.3,1013
"2024-11-04 02:00:00",17771,12.96,96.3,970.3867,0.36,0.9,301.8,1038
"2024-11-04 03:00:00",17772,12.9,95.8,970.15,0.183,1,356,951
"2024-11-04 04:00:00",17773,13.23,93.8,969.8367,0.403,2.3,6.676,1016
"2024-11-04 05:00:00",17774,12.84,97.4,969.8333,0.347,1,5.595,1022
"2024-11-04 06:00:00",17775,12.74,98.3,969.6967,0.173,0.9,358.5,1004
"2024-11-04 07:00:00",17776,12.32,99,969.12,0.21,0.9,324.1,1018
"2024-11-04 08:00:00",17777,12.25,99.5,969.4333,0.02,0.7,0.873,997
"2024-11-04 09:00:00",17778,13.11,96.5,969.9833,0.253,1,22.47,1047
"2024-11-04 10:00:00",17779,14.32,89.4,970.3066,0.647,1.8,51.46,1027
"2024-11-04 11:00:00",17780,15.11,83.5,970.27,0.84,2.4,71.2,1017
"2024-11-04 12:00:00",17781,15.52,76,970.13,0.953,3.9,66.91,1016
"2024-11-04 13:00:00",17782,16.53,53.81,969.5967,1.063,4.4,58.54,1019
"2024-11-04 14:00:00",17783,16.25,36.44,969.3667,1.397,5.2,107.7,1087
"2024-11-04 15:00:00",17784,15.52,35.38,969.1433,1.41,5.4,124.4,1096
"2024-11-04 16:00:00",17785,14.71,38.51,969.2267,1,4.4,95.4,1068
"2024-11-04 17:00:00",17786,13.75,45.52,969.4333,0.687,2.5,336.7,1029
"2024-11-04 18:00:00",17787,12.68,52.17,969.85,0.517,2.9,315.9,997
"2024-11-04 19:00:00",17788,11.16,54.68,970.49,0.63,2.1,215.4,1068
"2024-11-04 20:00:00",17789,10.32,57,971.2133,0.537,1.6,203.7,1054
"2024-11-04 21:00:00",17790,9.51,62.3,971.6733,0.743,1.4,230.1,1034
"2024-11-04 22:00:00",17791,8.69,65.6,971.6166,0.72,1.4,247,992
"2024-11-04 23:00:00",17792,8.29,65.83,971.77,0.49,1.2,224.4,1026
"2024-11-05 00:00:00",17793,7.837,67.31,972.1733,0.383,1,257.4,1011
"2024-11-05 01:00:00",17794,7.51,69.45,972.5733,0.113,1,334.3,1020
"2024-11-05 02:00:00",17795,7.207,70.43,972.6467,0.22,1,294.4,988
"2024-11-05 03:00:00",17796,6.803,71.72,972.21,0.497,0.9,264.1,1010
"2024-11-05 04:00:00",17797,6.427,73.67,971.6733,0.127,0.7,299.8,1055
"2024-11-05 05:00:00",17798,5.79,78.34,971.6967,0.01,0.7,348.9,1033
"2024-11-05 06:00:00",17799,5.923,79.72,971.66,0.01,0.7,353.9,1027
"2024-11-05 07:00:00",17800,5.527,81.3,971.6866,0.093,0.8,339.1,1064
"2024-11-05 08:00:00",17801,5.1,84.9,971.8367,0.107,1.1,342.7,986
"2024-11-05 09:00:00",17802,5.843,83.9,972.14,0,0.6,0,1013
"2024-11-05 10:00:00",17803,7.613,79.11,972.1967,0.45,1.7,69.09,1001
"2024-11-05 11:00:00",17804,9.8,73.39,971.6767,0.657,1.9,107.9,1077
"2024-11-05 12:00:00",17805,11.76,66.43,970.9966,0.77,2.1,123.8,1066
"2024-11-05 13:00:00",17806,13.08,62.27,970.1033,0.737,2.8,42.57,1030
"2024-11-05 14:00:00",17807,13.2,60.87,969.3066,0.93,2.4,34.12,1032
"2024-11-05 15:00:00",17808,13.26,58.44,968.78,0.967,3.6,55.01,1080
"2024-11-05 16:00:00",17809,12.96,58.37,968.6234,0.94,3.7,87,1059
"2024-11-05 17:00:00",17810,12.29,60.61,968.8834,0.757,3.9,46.09,1090
"2024-11-05 18:00:00",17811,10.69,64.87,969.4333,0.727,3.5,121.9,1012
"2024-11-05 19:00:00",17812,9.21,67.22,970.1,0.753,2.6,157.7,991
"2024-11-05 20:00:00",17813,8.39,65.97,970.6567,0.933,3.1,156.3,1085
"2024-11-05 21:00:00",17814,7.53,57.99,970.8567,1.253,3,145.4,1038
"2024-11-05 22:00:00",17815,6.403,50.25,971.0267,1.23,3.4,163.6,1027
"2024-11-05 23:00:00",17816,5.377,45.68,971.4966,1.213,2.5,177,1050
"2024-11-06 00:00:00",17817,4.593,44.9,971.8367,0.927,2.9,218.7,1027
"2024-11-06 01:00:00",17818,3.923,44.32,972.1766,1.017,2.5,208.5,1025
"2024-11-06 02:00:00",17819,3.03,47.74,972.58,0.763,1.8,241.2,1055
"2024-11-06 03:00:00",17820,2.25,49.08,972.8667,0.85,1.9,242.8,1010
"2024-11-06 04:00:00",17821,1.813,52.73,972.8234,0.8,1.8,246.3,1039
"2024-11-06 05:00:00",17822,1.14,55.28,972.8967,0.807,1.5,268.6,977
"2024-11-06 06:00:00",17823,1.113,54.85,973.2767,0.917,1.6,249.6,997
"2024-11-06 07:00:00",17824,0.66,58.38,973.6967,0.56,1.6,255.7,1021
"2024-11-06 08:00:00",17825,0.68,60.03,974.1333,0.543,1.5,261.1,1131
"2024-11-06 09:00:00",17826,1.277,64.02,974.8867,0.143,1,4.67,1004
"2024-11-06 10:00:00",17827,2.82,60.08,975.4267,0.397,1.4,29.07,1038
"2024-11-06 11:00:00",17828,5.257,44.99,975.2433,0.77,2.3,82.5,1090
"2024-11-06 12:00:00",17829,6.643,38.74,974.8367,1.057,2.6,86.3,1026
"2024-11-06 13:00:00",17830,7.883,36.29,974.49,1.037,4.9,57.37,1067
"2024-11-06 14:00:00",17831,8.3,35.34,974.14,0.793,2.6,114.2,991
"2024-11-06 15:00:00",17832,8.4,34.6,974.11,0.59,2.2,319.7,1073
"2024-11-06 16:00:00",17833,8.2,34.81,974.44,0.607,2,342,1022
"2024-11-06 17:00:00",17834,7.86,33.29,974.8567,0.41,1.2,288.8,1108
"2024-11-06 18:00:00",17835,7.373,30.78,975.05,0.483,1.2,235.4,1047
"2024-11-06 19:00:00",17836,6.647,32.21,975.6733,0.57,1.7,234.9,1005
"2024-11-06 20:00:00",17837,6.243,32.22,976.07,0.673,1.7,206.1,1011
"2024-11-06 21:00:00",17838,5.387,36.58,976.4733,0.75,1.7,220.9,1053
"2024-11-06 22:00:00",17839,4.63,40.42,976.9467,0.723,1.3,257,1035
"2024-11-06 23:00:00",17840,4.28,41.69,977.6166,0.567,1,265.5,971
"2024-11-07 00:00:00",17841,3.66,45.86,977.7667,0.187,0.9,319.5,1049
"2024-11-07 01:00:00",17842,3.157,49.09,977.7967,0.187,0.9,316.8,1010
"2024-11-07 02:00:00",17843,2.287,52.24,977.9,0.177,0.8,310.5,993
"2024-11-07 03:00:00",17844,1.967,53.87,978.19,0.153,0.8,332.5,1011
"2024-11-07 04:00:00",17845,1.513,56.68,978.1866,0.25,0.8,309.2,1036
"2024-11-07 05:00:00",17846,0.557,61.68,978.2367,0.133,0.7,338.9,1025
"2024-11-07 06:00:00",17847,0.72,60.27,978.6266,0.153,1,320.9,999
"2024-11-07 07:00:00",17848,-0.007,64.44,979.0833,0.087,0.7,346.6,1049
"2024-11-07 08:00:00",17849,-0.137,66.06,979.5533,0,0.7,358.1,1067
"2024-11-07 09:00:00",17850,0.92,63.87,980.1033,0.033,0.7,4.343,986
"2024-11-07 10:00:00",17851,3.103,60.03,980.2466,0.08,0.8,16.95,1009
"2024-11-07 11:00:00",17852,5.98,52.85,980.2167,0.247,1.2,44.72,1032
"2024-11-07 12:00:00",17853,9.14,41.6,979.76,0.573,2.9,50.4,1023
"2024-11-07 13:00:00",17854,11.02,33.4,979.27,0.763,2.9,37.05,1036
"2024-11-07 14:00:00",17855,11.1,35.54,978.8033,0.553,2.4,7.229,992
"2024-11-07 15:00:00",17856,10.91,37.89,978.4133,0.613,1.8,326.7,1006
"2024-11-07 16:00:00",17857,10.71,40.57,978.2534,0.6,1.4,263.1,1041
"2024-11-07 17:00:00",17858,10.46,41.25,978.41,0.53,1.3,250.7,979
"2024-11-07 18:00:00",17859,9.88,42.24,978.5167,0.71,1.4,250.9,1056
"2024-11-07 19:00:00",17860,8.8,45.59,978.9333,0.53,1,273.1,988
"2024-11-07 20:00:00",17861,8.29,47.4,979.0233,0.567,1.1,272,997
"2024-11-07 21:00:00",17862,7.997,48.36,979.33,0.297,1,295.4,978
"2024-11-07 22:00:00",17863,6.65,53.84,979.6266,0.23,0.8,310.3,979
"2024-11-07 23:00:00",17864,6.297,55.29,979.6967,0.25,0.8,304.6,1004
"2024-11-08 00:00:00",17865,5.697,57.88,979.73,0.01,0.7,349.1,959
"2024-11-08 01:00:00",17866,5.06,61.27,979.73,0.23,0.8,321.4,983
"2024-11-08 02:00:00",17867,4.58,63.93,979.73,0.11,0.7,337.7,988
"2024-11-08 03:00:00",17868,3.62,69.05,979.5333,0.127,0.9,338.2,1024
"2024-11-08 04:00:00",17869,3.223,71.71,979.25,0.163,0.9,338.3,981
"2024-11-08 05:00:00",17870,2.847,74.2,978.8933,0.363,0.8,287,1010
"2024-11-08 06:00:00",17871,2.51,76.35,978.9033,0.01,0.6,347.1,977
"2024-11-08 07:00:00",17872,2.347,78.79,979.0733,0.087,0.8,341.4,1034
"2024-11-08 08:00:00",17873,2.487,79.08,979.2967,0,0.7,358.1,979
"2024-11-08 09:00:00",17874,3.513,76.34,979.41,0.05,0.8,8.74,1078
"2024-11-08 10:00:00",17875,4.983,72.86,979.6033,0.29,0.8,94,977
"2024-11-08 11:00:00",17876,8.06,63.67,979.3467,0.257,1.2,34.56,930
"2024-11-08 12:00:00",17877,10.73,57.22,978.7633,0.463,1.7,93.3,1007
"2024-11-08 13:00:00",17878,13.37,52.74,977.6633,0.783,2.8,26,955
"2024-11-08 14:00:00",17879,13.52,49.75,976.8134,0.777,2.9,5.97,971
"2024-11-08 15:00:00",17880,13.44,48.74,976.6333,0.617,2.5,352.8,994
"2024-11-08 16:00:00",17881,12.93,51.16,976.4534,0.527,2,298.8,969
"2024-11-08 17:00:00",17882,12.65,53.44,976.7067,0.493,1.3,291.1,1018
"2024-11-08 18:00:00",17883,12.21,55.85,976.7,0.82,1.2,247.5,957
